event_id,employee_id,event_type,event_date,event_value,remarks
2417,EMP489,Bench End,21-09-2023,14 days on bench,Deployment commenced
2418,EMP489,Deployed,21-09-2023,Brackenfield Bank,Initial deployment
2419,EMP489,Contract Renewal,19-03-2024,6 months extension,First renewal review
2420,EMP489,Bill Rate Revision,20-09-2024,USD 20.77,Annual rate revision
2421,EMP489,Appraisal,06-09-2024,13.3%,Annual appraisal cycle
2422,EMP489,Contract Renewal,15-09-2024,6 months extension,Second renewal review
2423,EMP489,Converted to FTE,14-04-2024,Converted to FTE,Performance issue
2424,EMP490,Deployed,29-11-2023,Altovex Systems,Deployed on joining date
2425,EMP490,Contract Renewal,27-05-2024,6 months extension,First renewal review
2426,EMP490,Bill Rate Revision,28-11-2024,USD 10.18,Annual rate revision
2427,EMP490,Released,31-12-2024,Released,Personal reasons
2428,EMP491,Bench Start,22-03-2023,10 days,Client BGV Delay
2429,EMP491,Bench End,01-04-2023,10 days on bench,Deployment commenced
2430,EMP491,Deployed,01-04-2023,Altovex Systems,Initial deployment
2431,EMP491,Contract Renewal,28-09-2023,6 months extension,First renewal review
2432,EMP491,Appraisal,21-03-2024,12.6%,Annual appraisal cycle
2433,EMP491,Resigned,18-07-2024,Resigned,Better opportunity
2434,EMP492,Bench Start,12-08-2023,2 days,Documentation Pending
2435,EMP492,Bench End,14-08-2023,2 days on bench,Deployment commenced
2436,EMP492,Deployed,14-08-2023,Altovex Systems,Initial deployment
2437,EMP492,Contract Renewal,10-02-2024,6 months extension,First renewal review
2438,EMP492,Bill Rate Revision,13-08-2024,USD 22.0,Annual rate revision
2439,EMP492,Appraisal,11-08-2024,8.0%,Annual appraisal cycle
2440,EMP492,Released,04-10-2024,Released,Personal reasons
2441,EMP493,Bench Start,21-05-2024,7 days,Client BGV Delay
2442,EMP493,Bench End,28-05-2024,7 days on bench,Deployment commenced
2443,EMP493,Deployed,28-05-2024,Luminae Financial,Initial deployment
2444,EMP493,Contract Closure,24-11-2024,Project ended,Client Decision
2445,EMP494,Bench Start,13-09-2023,12 days,Role Redefinition
2446,EMP494,Bench End,25-09-2023,12 days on bench,Deployment commenced
2447,EMP494,Deployed,25-09-2023,Orenvast Bank,Initial deployment
2448,EMP494,Contract Closure,23-03-2024,Project ended,Budget Cut
2449,EMP494,Appraisal,12-09-2024,10.3%,Annual appraisal cycle
2450,EMP494,Contract Renewal,19-09-2024,6 months extension,Second renewal review
2451,EMP495,Bench Start,01-07-2023,20 days,Internal Approvals
2452,EMP495,Bench End,21-07-2023,20 days on bench,Deployment commenced
2453,EMP495,Deployed,21-07-2023,Brackenfield Bank,Initial deployment
2454,EMP495,Contract Renewal,17-01-2024,6 months extension,First renewal review
2455,EMP495,Bill Rate Revision,20-07-2024,USD 21.11,Annual rate revision
2456,EMP495,Contract Closure,15-07-2024,Project ended,Budget Cut
2457,EMP496,Bench Start,12-02-2024,7 days,Role Redefinition
2458,EMP496,Bench End,19-02-2024,7 days on bench,Deployment commenced
2459,EMP496,Deployed,19-02-2024,Altovex Systems,Initial deployment
2460,EMP496,Contract Closure,17-08-2024,Project ended,Client Decision
2461,EMP497,Deployed,28-09-2023,Zephryn Technologies,Deployed on joining date
2462,EMP497,Contract Renewal,26-03-2024,6 months extension,First renewal review
2463,EMP497,Bill Rate Revision,27-09-2024,INR 4640.22,Annual rate revision
2464,EMP497,Contract Renewal,22-09-2024,6 months extension,Second renewal review
2465,EMP498,Bench Start,07-01-2024,3 days,Visa Processing
2466,EMP498,Bench End,10-01-2024,3 days on bench,Deployment commenced
2467,EMP498,Deployed,10-01-2024,Luminae Financial,Initial deployment
2468,EMP498,Contract Renewal,08-07-2024,6 months extension,First renewal review
2469,EMP499,Bench Start,09-06-2023,14 days,Role Redefinition
2470,EMP499,Bench End,23-06-2023,14 days on bench,Deployment commenced
2471,EMP499,Deployed,23-06-2023,Brackenfield Bank,Initial deployment
2472,EMP499,Contract Renewal,20-12-2023,6 months extension,First renewal review
2473,EMP499,Bill Rate Revision,22-06-2024,USD 13.97,Annual rate revision
2474,EMP499,Contract Closure,17-06-2024,Project ended,Budget Cut
2475,EMP499,Converted to FTE,28-11-2024,Converted to FTE,Personal reasons
2476,EMP500,Bench Start,13-01-2023,21 days,Documentation Pending
2477,EMP500,Bench End,03-02-2023,21 days on bench,Deployment commenced
2478,EMP500,Deployed,03-02-2023,Veluxtra Infotech,Initial deployment
2479,EMP500,Contract Closure,02-08-2023,Project ended,Client Decision
2480,EMP500,Appraisal,13-01-2024,11.4%,Annual appraisal cycle
2481,EMP500,Resigned,13-06-2024,Resigned,Contract ended
